62,dogv,"RESOLUCIÓN de 21 de octubre de 2024, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula el informe de impacto ambiental del proyecto de sondeo para la captación de aguas subterráneas en la parcela 581, polígono 3, del término municipal de Alfarp (Valencia). Expediente: (3563584) 224/2024/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,UnexpectedModelBehavior,52.266
63,dogv,"RESOLUCIÓN de 17 de enero de 2025, de la Dirección General de Urbanismo, Paisaje y Evaluación Ambiental, por la cual se formula un informe de impacto ambiental del proyecto de sondeo para la captación de aguas subterráneas, en la partida LG Venta Mina PL 04 123 del término municipal de Siete Aguas (Valencia). Expediente: (3326434) 171/2023/AIA.",AGU_SND,True,AGU_SND,cuenca_jucar,,UnexpectedModelBehavior,51.517
64,bocyl,"ANUNCIO del Servicio Territorial de Industria, Comercio y Economía de León, relativo a la aprobación del proyecto para la perforación de un sondeo para captación de aguas subterráneas, en el término municipal de San Andrés del Rabanedo (León). Expte.: 71155/23.",AGU_SND,True,AGU_SND,cuenca_duero,,UnexpectedModelBehavior,58.75
65,dogc,"Anuncio sobre aprobación definitiva de la modificación del anexo I de la Ordenanza núm. 16, reguladora de las prestaciones patrimoniales de carácter público no tributario, referida a la prestación del servicio de suministro de agua potable",AGU_ABS,True,AGU_ABS,uso_urbano,,True,anuncio,"[""AGU_ABS""]","[""uso_urbano""]",0.95,"El texto menciona explícitamente ""servicio de suministro de agua potable"", lo que activa la categoría AGU_ABS (abastecimiento). La subcategoría uso_urbano se aplica por la referencia a agua potable municipal. No hay indicación de vertidos, captación, riego ni vías pecuarias.",53.887
66,borm,Padrón correspondiente al listado cobratorio de abastecimiento de agua y alcantarillado correspondiente al cuarto trimestre de 2024.,AGU_ABS,False,,,,False,información_pública,[],[],0.95,"El texto describe un ""Padrón correspondiente al listado cobratorio"", que es una factura o nómina de consumo, no un acto administrativo de concesión, autorización o gestión del dominio público. La palabra ""abastecimiento de agua"" se refiere a la infraestructura de suministro (ej. AGU_ABS), pero el documento en sí no concede ni autoriza nada, sino que factifica un servicio ya existente. Por lo tanto, no califica como publicación relevante del dominio hídrico-regulatorio y todas las categorías son vacías.",62.868
67,docm,"Resolución de 17/03/2025, de la Dirección General de Medio Natural y Biodiversidad, por la que se aprueba la ocupación de terrenos en la vía pecuaria denominada Abrevadero-Descansadero del Olivar (Cañada del Río), en el término municipal de Escalona, provincia de Toledo, con destino a instalación de tubo para captación de agua potable del río Alberche, cuya persona solicitante es Inversiones y Proyectos y Construcciones, SA. Número de expediente: S244-45-0259-2022.",AGU_ABS,True,"AGU_ABS,VIA_PEC","uso_urbano,cuenca_tajo",,UnexpectedModelBehavior,46.542
68,dogc,"Anuncio sobre aprobación definitiva del Proyecto de mejora de la red de abastecimiento de aguas, alcantarillado y pluviales de las calles Carnisseries y Segrià de Alcoletge",AGU_ABS,True,AGU_ABS,uso_urbano,,True,aprobación,"[""AGU_GEN""]",[],0.75,"Texto: ""mejora de la red de abastecimiento de aguas"" → indica gestión hidráulica en DPH, activa AGU_GEN. No hay señal explícita de uso específico (riego/abastecimiento), por tanto no se asignan subcategorías de uso ni categoría de agua concreta; es residual para gestión DPH sin uso definido. 'Alcantarillado y pluviales' son infraestructuras, NO vertidos (VER) o concesión específica.",60.979
69,borm,Información pública para la aprobación inicial del anteproyecto de construcción y explotación del contrato de concesión del servicio publico de abastecimiento de agua potable y saneamiento del municipio de Alcantarilla.,AGU_ABS,True,AGU_ABS,uso_urbano,,True,información_pública,"[""AGU_ABS""]","[""uso_urbano"", ""cuenca_segura""]",0.92,"""'abastecimiento de agua potable' activa AGU_ABS (abastecimiento municipal). Alcantarilla está en Murcia, por lo que corresponde a la cuenca_segura.'Saneamiento' es infraestructura, no autorización de vertido (VER negativo). No hay señal explícita de ESP_NAT ni otros usos.'",56.912
70,boca,"Secretaría General Técnica.- Anuncio por el que se hace pública la Resolución de 14 de febrero de 2025, que acuerda la remisión a la Sala de lo Contencioso-administrativo, Sección Primera, del Tribunal Superior de Justicia de Canarias, en Las Palmas de Gran Canaria, del expediente administrativo relativo a la Resolución de 23 de octubre de 2024, de la Viceconsejería de Industria, Comercio y Consumo, por la que se desestima la modificación de las tarifas del servicio público de abastecimiento de agua a poblaciones para su aplicación en la isla de Lanzarote y La Graciosa, con motivo del recurso n.º 37/2025, interpuesto por la entidad Canal Gestión Lanzarote, S.A.U., y emplaza a los interesados en el mismo.",AGU_ABS,True,AGU_ABS,"uso_urbano,cuenca_insular",,UnexpectedModelBehavior,49.104
71,dogv,ANUNCIO por el que se somete a información pública la actualización de tarifas de suministro de agua potable de Segorbe.,AGU_ABS,True,AGU_ABS,"uso_urbano,cuenca_jucar",,True,anuncio,"[""AGU_ABS""]","[""uso_urbano"", ""cuenca_jucar""]",0.98,"""Suministro de agua potable"" activa AGU_ABS (abastecimiento). El municipio de Segorbe está en Castellón, provincia de la cuenca Júcar. No hay vertido ni uso industrial explícito; es suministro municipal a consumo humano.",62.935
72,dogc,Anuncio sobre aprobación del Proyecto constructivo para la renovación de la red de distribución de agua potable del municipio de Òdena (exp. 192/2025),AGU_ABS,True,AGU_ABS,uso_urbano,,True,anuncio,"[""AGU_ABS""]","[""uso_urbano"", ""cuenca_ebro""]",0.95,"""renovación de la red de distribución de agua potable"" activa AGU_ABS y uso urbano. El municipio de Òdena está en la provincia de Lleida (Cataluña occidental), dentro de la cuenca del Ebro.",61.363
73,dogc,Anuncio sobre aprobación inicial del Proyecto constructivo de renovación de la red de abastecimiento de agua antigua del sector noreste de Sant Pere Pescador (exp. X2024001580),AGU_ABS,True,AGU_ABS,uso_urbano,,UnexpectedModelBehavior,77.07
74,boib,Aprobación inicial de la modificación de la ordenanza reguladora de la prestación patrimonial de carácter no tributario derivada de la gestión del servicio público de abastecimiento de agua potable y saneamiento en Sant Antoni de Portmany,AGU_ABS,True,AGU_ABS,"uso_urbano,cuenca_insular",,True,aprobación,"[""AGU_ABS""]","[""uso_urbano"", ""cuenca_insular""]",0.95,"El texto menciona explícitamente ""abastecimiento de agua potable"", lo que activa la categoría AGU_ABS. El término ""Sant Antoni de Portmany"" sitúa la publicación en Ibiza, por lo que corresponde a la cuenca insular. La ""gestión del servicio público de abastecimiento"" confirma el uso urbano sin mención de vertidos ni sondeos específicos.",70.37
75,doe,"Decreto 8/2025, de 18 de febrero, sobre declaración de urgencia de la ocupación de terrenos para ejecución de las obras de ""Mejora del sistema de abastecimiento de agua para la eficiencia hídrica en Pozuelo de Zarzón (Cáceres)"".",AGU_ABS,True,AGU_ABS,"uso_urbano,cuenca_tajo",,True,decreto,"[""AGU_ABS""]","[""uso_urbano"", ""cuenca_guadiana""]",0.98,"El texto menciona explícitamente ""Mejora del sistema de abastecimiento de agua"", lo que activa la categoría AGU_ABS. La ubicación en Cáceres corresponde a la cuenca Guadiana (CHGu). El término ""abastecimiento"" indica un uso urbano/potable, por lo que se asigna uso_urbano.",70.447
76,boib,Notificación colectiva de liquidaciones y anuncio de cobranza de la tasa por la prestación del servicio de suministro intermunicipal de agua potable correspondiente al año 2025 de la Mancomunidad Migjorn de Mallorca,AGU_ABS,True,AGU_ABS,"uso_urbano,cuenca_insular",,ClosedResourceError,64.042
