id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s,error
64,boib,"Resolución de la Consejera de Familias y Asuntos Sociales, a propuesta de la Directora General de Atención a la Dependencia por la que se modifica la Resolución de 18 de julio de 2024 de la Consejera de Familias y Asuntos Sociales por la que se aprueba la convocatoria de ayudas destinadas a personas mayores residentes en las islas de Menorca, Ibiza y Formentera que necesiten hacer desplazamientos a la isla de Mallorca para beneficiarse del Programa de Turismo del Instituto de Gente mayor y Servicios Sociales",SUB_CONV,True,SUB_CONV,sector_social,Modifica resolucion de convocatoria ayudas mayores: hereda SUB_CONV,True,resolución,"[""SUB_CONV""]","[""sector_social""]",0.95,"El acto modifica la convocatoria de ayudas destinadas a personas mayores residentes en las islas de Menorca, Ibiza y Formentera.",190.348,
65,bocyl,"EXTRACTO de la Orden de 24 de marzo de 2025, de la Consejería de Educación, por la que se convocan subvenciones a los centros privados sostenidos con fondos públicos de la Comunidad de Castilla y León para la realización de actividades de intercambios escolares con centros educativos de países extranjeros, para el curso académico 2025/2026.",SUB_CONV,True,SUB_CONV,sector_educacion,Extracto. Intercambios escolares,True,extracto,"[""SUB_CONV""]","[""sector_educacion""]",1.0,"La descripción comienza con ""EXTRACTO de la Orden..."" y el objeto es la convocatoria de subvenciones para actividades educativas.",204.302,
66,boc,Convocatoria de subvenciones para la adquisición de libros y de material educativo para el curso escolar 2024-2025.,SUB_CONV,True,SUB_CONV,sector_educacion,Convocatoria libros y material educativo,True,convocatoria,"[""SUB_CONV""]","[""sector_educacion"", ""sector_cultura""]",0.98,"La descripción menciona explícitamente ""Convocatoria de subvenciones"" para la adquisición de libros y material educativo.",203.83,
67,docm,"Extracto de 18/02/2025, de la Universidad de Castilla-La Mancha, de la convocatoria de beca de colaboración para apoyar en la organización de los cursos de postgrado del Área de Derecho Constitucional. Facultad de Ciencias Jurídicas y Sociales de Toledo, 2025. BDNS (Identif.): 815629.",SUB_CONV,True,SUB_CONV,sector_educacion,Extracto. Beca colaboracion postgrado,True,extracto,"[""SUB_CONV""]","[""sector_educacion""]",0.98,"El texto es un ""Extracto"" y menciona una ""convocatoria de beca"", lo que dispara la etiqueta SUB_CONV según la REGLA EXTRACTO.",228.501,
68,bon,Extracto de la convocatoria de ayudas a asociaciones y colectivos para el desarrollo de actividades socioculturales en 2025,SUB_CONV,True,SUB_CONV,sector_cultura,Extracto. Actividades socioculturales,True,extracto,"[""SUB_CONV""]","[""sector_cultura""]",1.0,"El texto es un ""Extracto de la convocatoria de ayudas"", lo que dispara automáticamente SUB_CONV según la REGLA EXTRACTO.",170.937,
70,boa,"ORDEN EMC/212/2025, de 18 de febrero, por la que se acuerda la distribución definitiva de los créditos presupuestarios previstos en la Orden EMC/1335/2024, de 25 de octubre, por la que se aprueba para el año 2024, la convocatoria de subvenciones para el desarrollo del Plan WAVE Desempleados, destinado a la actualización de las competencias laborales y mejora de la empleabilidad de las personas trabajadoras prioritariamente desempleadas de Aragón, a través de acciones de Formación Profesional para el Empleo, principalmente de carácter tecnológico.",SUB_CONV,True,SUB_CONV,sector_empleo,Distribucion definitiva creditos de convocatoria: acto sobre convocatoria. Plan WAVE desempleados,True,orden,"[""SUB_CONV""]","[""sector_empleo""]",0.95,"La orden se refiere a la ""convocatoria de subvenciones para el desarrollo del Plan WAVE Desempleados"" y acuerda la distribución de créditos presupuestarios para ello.",234.489,
71,bopa,"Extracto de la Resolución de 3 de marzo de 2025, de la Consejería de Cultura, Política Llingüística y Deporte, por la que se aprueba la convocatoria de subvenciones para la promoción del libro en asturiano y en gallego-asturiano o eonaviego, en régimen de concurrencia competitiva. [Cód. 2025-01797]",SUB_CONV,True,SUB_CONV,sector_cultura,Extracto. Promocion libro asturiano,True,extracto,"[""SUB_CONV""]","[""sector_cultura""]",0.98,"El texto es un ""Extracto de la Resolución"" y menciona explícitamente que se aprueba la convocatoria de subvenciones, lo cual dispara SUB_CONV según la REGLA EXTRACTO.",234.909,
73,dogc,"Resolución de 6 de febrero de 2025, por la que se abre la convocatoria 2025 para la concesión de subvenciones en régimen de concurrencia competitiva para la programación internacional de la creación artística catalana en el ámbito de las artes visuales, el diseño y la arquitectura (ref. BDNS 813471)",SUB_CONV,True,SUB_CONV,sector_cultura,Abre convocatoria programacion internacional artes visuales,True,resolución,"[""SUB_CONV""]","[""sector_cultura""]",0.98,"El texto menciona explícitamente que ""se abre la convocatoria 2025 para la concesión de subvenciones"" y hace referencia a un BDNS.",242.912,
74,bopa,"Extracto de la Resolución de 26 de febrero de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se autoriza el gasto y se aprueba la convocatoria pública de ayudas individuales para asturianos y asturianas y descendientes residentes en el exterior para el año 2025. [Cód. 2025-01925]",SUB_CONV,True,SUB_CONV,sector_social,Extracto. Ayudas individuales asturianos en el exterior,True,extracto,"[""SUB_CONV""]","[""sector_social""]",0.98,"El texto es un ""Extracto"" y menciona la aprobación de una ""convocatoria pública de ayudas"", lo que dispara SUB_CONV según la REGLA EXTRACTO y el contenido.",259.69,
75,dogv,"EXTRACTO de la Resolución de 31 de enero de 2025, por la que se convocan para el ejercicio 2025 las subvenciones relativas a la concesión de plazas para estancias en balnearios de la Comunitat Valenciana (Programa de termalismo valenciano).",SUB_CONV,True,SUB_CONV,sector_social,Extracto. Termalismo plazas balnearios,True,extracto,"[""SUB_CONV""]","[""sector_social""]",0.98,"El texto es un ""EXTRACTO"" y menciona que ""se convocan para el ejercicio 2025 las subvenciones"", lo cual dispara la etiqueta SUB_CONV según la REGLA EXTRACTO.",247.99,
76,doe,"Extracto de la Resolución de 16 de diciembre de 2024, de la Secretaría General, por la que se efectúa convocatoria de ayudas a las inversiones materiales e inmateriales en instalaciones de transformación y en infraestructuras vitivinícolas, así como en estructuras e instrumentos de comercialización, dentro de la Intervención Sectorial Vitivinícola en el marco del Plan Estratégico de la Política Agraria Común, correspondiente al ejercicio 2025.",SUB_CONV,True,SUB_CONV,sector_agricultura,Extracto. Inversiones vitivinicolas,True,extracto,"[""SUB_CONV""]","[""sector_agricultura""]",1.0,"El texto es un ""Extracto de la Resolución"" y menciona explícitamente una ""convocatoria de ayudas"", lo que dispara SUB_CONV por la REGLA EXTRACTO.",234.98,
77,bon,"Extracto de convocatoria de ayudas económicas a la participación de grupos, peñas y asociaciones en el desfile de carnaval 2025",SUB_CONV,True,SUB_CONV,sector_cultura,Extracto. Ayudas desfile carnaval,True,extracto,"[""SUB_CONV""]","[""sector_cultura""]",1.0,"Se trata un ""Extracto de convocatoria de ayudas económicas"", lo que dispara la etiqueta SUB_CONV según la REGLA EXTRACTO.",207.709,
78,dogv,"EXTRACTO de la Resolución de 4 de diciembre de 2024, del Vicerrectorado de Innovación y Transferencia de la Universitat de València, por la que se convocan y publican las bases del concurso universitario para implementar soluciones urbanas sostenibles para las ciudades del futuro «Ford phylantropy Smart mobility challenge», en colaboración con Ford Philantropy.",SUB_CONV,True,SUB_CONV,sector_educacion,Extracto BDNS aunque publique bases. Concurso universitario con premio,True,extracto,"[""SUB_CONV""]","[""sector_investigacion""]",0.98,"El acto es un ""EXTRACTO"" y menciona que ""se convocan... el concurso universitario"", lo cual dispara la etiqueta SUB_CONV según la REGLA EXTRACTO.",239.021,
79,doe,"Extracto de las ayudas PAC campaña 2025/2026, ""Pago de compensación para zonas con limitaciones naturales significativas"" según Resolución de 27 de enero de 2025, de la Secretaría General.",SUB_CONV,True,SUB_CONV,sector_agricultura,Extracto. PAC zonas con limitaciones naturales,True,extracto,"[""SUB_CONV""]","[""sector_agricultura""]",1.0,"El texto es un ""Extracto"" y menciona las ""ayudas PAC campaña 2025/2026"", lo que dispara la etiqueta SUB_CONV según la REGLA EXTRACTO.",200.976,
80,docm,"Resolución de 04/02/2025, del Instituto de Promoción Exterior de Castilla-La Mancha, por la que se aprueba la convocatoria de concesión de subvenciones para la participación en la visita Feria Summer Fancy Food Show 2025, al amparo de la Orden 152/2022, de 29 de julio, de la Consejería de Economía, Empresas y Empleo, por la que se establecen las bases reguladoras de las ayudas para la participación agrupada en acciones de internacionalización convocadas por el Instituto de Promoción Exterior de Castilla-La Mancha. Extracto BDNS (Identif.): 813085.",SUB_CON,True,SUB_CONV,sector_industria,Convocatoria de concesion: el acto convoca. Feria internacionalizacion,True,resolución,"[""SUB_CONV""]","[""sector_industria""]",0.98,"La descripción menciona explícitamente ""se aprueba la convocatoria de concesión de subvenciones"" y es un ""Extracto BDNS"", lo que dispara SUB_CONV según las reglas críticas.",252.793,
81,dogc,"Resolución PLG/615/2025, de 23 de febrero, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural por el que se aprueban las bases específicas que deben regir la concesión de subvenciones para promover el conocimiento y el uso del occitano, aranés en Arán, en Cataluña para el año 2025",SUB_CON,True,SUB_BASE,sector_cultura,Aprueba bases especificas de concesion occitano. No convoca,True,resolución,"[""SUB_BASE"", ""SUB_CONV""]","[""sector_cultura""]",0.95,"El acto aprueba las bases específicas (""se aprueban las bases específicas que deben regir la concesión de subvenciones"") y se refiere a la ""concesión de subvenciones"", lo cual implica la convocatoria o gestión de la ayuda.",227.099,
82,bopa,"Resolución de 19 de febrero de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se somete a trámite de información pública la Propuesta de Resolución por la que se aprueban las bases reguladoras para la concesión de subvenciones para la conciliación de la vida laboral, personal y familiar en el Principado de Asturias. [Cód. 2025-01406]",SUB_CON,True,SUB_BASE,sector_social,Informacion publica de propuesta de bases: fase previa de bases. Conciliacion,True,resolución,"[""SUB_BASE""]","[""sector_social""]",0.98,"El acto se centra en la aprobación de las bases reguladoras para una ayuda (""se aprueban las bases reguladoras para la concesión de subvenciones"").",226.371,
83,dogc,Edicto sobre convocatoria para la concesión de subvenciones en régimen de concurrencia competitiva destinadas a niños y jóvenes inscritos en un programa deportivo durante el año 2025,SUB_CON,True,SUB_CONV,sector_deporte,Convocatoria concesion subvenciones programa deportivo,True,edicto,"[""SUB_CONV""]","[""sector_deporte""]",0.98,El acto se refiere a subvenciones destinadas a un programa deportivo.,174.326,
84,dogv,"RESOLUCIÓN de 30 de enero de 2025, de la Dirección General de Cultura, de ampliación para los municipios de Barxeta y Xeraco de los plazos de ejecución y de justificación establecidos por la Resolución de 14 de octubre de 2024, del director general de Cultura, por la que se convoca la concesión de subvenciones destinadas a financiar la reforma y modernización de instalaciones y equipamiento de espacios escénicos existentes en 2024.",SUB_CON,True,SUB_CONV,sector_cultura,Ampliacion plazos de convocatoria: acto sobre convocatoria. Espacios escenicos,True,resolución,"[""SUB_CONV""]","[""sector_cultura""]",0.95,"El acto se refiere a la ""ampliación... de los plazos de ejecución y de justificación"" de una convocatoria previa (""por la que se convoca la concesión de subvenciones""), lo cual indica gestión o ampliación de un proceso activo.",222.698,
85,dog,"RESOLUCIÓN de 5 de febrero de 2025, del Departamento Territorial de Ourense, por la que se conceden las autorizaciones administrativas previa y de construcción y se declara, en concreto, de utilidad pública, a los efectos de la urgente ocupación, una instalación eléctrica en el ayuntamiento de Allariz (expediente IN407A 2024/119-3).",SUB_CON,False,,,Autorizacion administrativa instalacion electrica y DUP: dominio B0 no subvencion,True,resolución,"[""SUB_CON""]","[""sector_industria""]",0.95,"La descripción menciona ""se conceden las autorizaciones administrativas"", lo que implica una resolución de concesión o reconocimiento de derecho económico/infraestructural.",217.405,
86,doe,"Resolución de 23 de diciembre de 2024, de la Dirección General de Desarrollo Rural, de concesión directa de una subvención a la Cámara Oficial de Comercio, Industria y Servicios de Badajoz para el desarrollo del programa ""Relevo empresarial en espacios con especiales dificultades demográficas en la provincia de Badajoz"", en las anualidades 2025 y 2026, con cargo al Fondo de Cohesión y Transformación Territorial (FCT).",SUB_CON,True,SUB_CON,sector_industria,Concesion directa a Camara de Comercio,True,resolución,"[""SUB_CON""]","[""sector_industria""]",1.0,"El acto es una ""Resolución... de concesión directa de una subvención"", lo que indica la fase de concesión.",198.828,
87,dogc,"Orden PRE/5/2025, de 23 de enero, de modificación de la Orden PRE/16/2024, de 29 de enero, por la que se aprueban las bases reguladoras del procedimiento de concesión de subvenciones para actuaciones destinadas a fomentar la digitalización de las administraciones locales con competencias en la gestión del ciclo urbano del agua, en municipios de entre 5.000 y 20.000 habitantes, en el marco del Plan de recuperación, transformación y resiliencia, financiado por los fondos europeos Next Generation",SUB_CON,True,SUB_BASE,,Modificacion de orden de bases: hereda SUB_BASE. Digitalizacion ciclo agua sin sector,True,orden,"[""SUB_BASE"", ""SUB_CONV""]","[""sector_industria""]",0.98,"El acto modifica las bases reguladoras (""modificación de la Orden... por la que se aprueban las bases reguladoras"") y regula un procedimiento de concesión de subvenciones, lo cual implica convocar o gestionar el proceso.",269.505,
88,borm,"Decreto n.º 15/2025, de 6 de marzo, por el que se establecen las normas especiales reguladoras de la concesión directa de subvención a la Federación de Autismo de la Región de Murcia (FAUM), destinada a financiar actuaciones complementarias de apoyo al alumnado con trastorno del espectro autista (TEA) para 2025.",SUB_CON,True,SUB_CON,"sector_social, sector_educacion",Decreto concesion directa FAUM autismo alumnado TEA,True,decreto,"[""SUB_CON""]","[""sector_social""]",1.0,"El acto regula la concesión directa de subvención (""Decreto n.º 15/2025... por el que se establecen las normas especiales reguladoras de la concesión directa de subvención"").",229.671,
89,boc,Concesión de subvenciones en régimen de concurrencia competitiva a favor de asociaciones de personas mayores. Expediente 2024/9085T.,SUB_CON,True,SUB_CON,sector_social,Concesion subvenciones asociaciones mayores,True,resolución,"[""SUB_CON""]","[""sector_social""]",0.98,"La descripción menciona explícitamente ""Concesión de subvenciones"", lo que indica la fase de otorgamiento o publicación de ayudas ya resueltas.",172.965,
90,dog,"RESOLUCIÓN de 31 de octubre  de 2024 por la que se establecen las bases reguladoras y se anuncia la convocatoria, mediante tramitación anticipada de gasto, del procedimiento de concesión de subvenciones para proyectos de mejora energética, dirigido a autónomos y pymes del sector servicios (programa Bono energía pyme), anualidad 2025 (código de procedimiento IN417Z).",SUB_CON,True,"SUB_BASE, SUB_CONV","sector_renovable, sector_industria",Acto completo: bases y convocatoria. Bono energia pyme,True,resolución,"[""SUB_BASE"", ""SUB_CONV""]","[""sector_industria""]",0.98,"El acto establece las bases reguladoras (""se establecen las bases reguladoras"") y anuncia la convocatoria (""se anuncia la convocatoria""), lo que dispara ambas etiquetas según la regla 3.",270.09,
91,dogc,"Resolución CLT/636/2025, de 27 de febrero, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales, de cuarta modificación de las bases específicas que regirán la concesión de subvenciones para compensar el déficit de explotación por la exhibición de montajes teatrales de carácter profesional",SUB_CON,True,SUB_BASE,sector_cultura,Modificacion bases especificas: hereda SUB_BASE. Teatro,True,resolución,"[""SUB_BASE"", ""SUB_CONV""]","[""sector_cultura""]",0.95,"El acto se refiere a la ""concesión de subvenciones"" y modifica las bases que rigen dicha concesión (""cuarta modificación de las bases específicas"").",246.244,
92,doe,"Extracto de las ayudas PAC campaña 2025/2026, de la solicitud de concesión de ayuda y pago en su primer año de compromisos de la intervención ""Compromisos agroambientales en superficies agrarias. Apicultura para la biodiversidad"", según Resolución de 27 de enero de 2025, de la Secretaría General.",SUB_CON,True,SUB_CONV,sector_agricultura,Extracto. Solicitud concesion y pago agroambientales apicultura,True,extracto,"[""SUB_CONV""]","[""sector_agricultura""]",1.0,"El texto comienza con ""Extracto de las ayudas PAC campaña 2025/2026"", lo que dispara la regla crítica de EXTRACTO (SUB_CONV). Además, menciona ""Compromisos agroambientales en superficies agrarias"" y ""Apicultura para la biodiversidad"", indicando el sector agrícola.",259.399,
93,dogc,"Resolución CLT/266/2025, de 29 de enero, por la que se da publicidad al Acuerdo del Consejo de Administración del Instituto Catalán de las Empresas Culturales por el que se aprueba la modificación de las bases específicas que deben regir la concesión de subvenciones a proyectos de pódcast en catalán u occitano de ficción narrativa o de temática cultural",SUB_CON,True,SUB_BASE,sector_cultura,Modificacion bases especificas podcast,True,resolución,"[""SUB_BASE"", ""SUB_CONV""]","[""sector_cultura""]",0.95,"La descripción menciona la ""aprobación de la modificación de las bases específicas que deben regir la concesión de subvenciones"", lo cual dispara SUB_BASE y, por el contexto de publicidad de ayudas, también implica la convocatoria (SUB_CONV).",294.294,
94,boja,"Orden de 24 de febrero de 2025, por la que se aprueban las bases reguladoras para la concesión de subvenciones, en régimen de concurrencia no competitiva, para apoyar los costes de gestión, seguimiento y evaluación de las estrategias de desarrollo local y su animación de los Grupos de Desarrollo Rural de Andalucía, en el marco de la Intervención 7119.4 LEADER del Plan Estratégico de la Política Agrícola Común 2023-2027 de España.",SUB_CON,True,SUB_BASE,sector_agricultura,Aprueba bases LEADER GDR. No convoca,True,orden,"[""SUB_BASE""]","[""sector_agricultura""]",0.98,"La ayuda está destinada a apoyar los costes de gestión y seguimiento de estrategias de desarrollo local en el marco del Plan Estratégico de la Política Agrícola Común (PAC). El acto se centra en ""aprueban las bases reguladoras"".",242.798,
95,bopa,"Resolución de 13 de enero de 2025, de la Consejería de Medio Rural y Política Agraria, por la que se conceden ayudas acogidas al régimen de mínimis y destinadas a explotaciones apícolas. [Cód. 2025-00351]",SUB_CON,True,SUB_CON,sector_agricultura,Conceden ayudas minimis apicolas,True,resolución,"[""SUB_CON""]","[""sector_agricultura""]",0.98,"La descripción indica explícitamente que ""se conceden ayudas"", lo cual corresponde a la fase de concesión (SUB_CON).",173.292,
96,docm,"Resolución de 18/12/2024, de la Dirección General de Autónomos, Trabajo y Economía Social, por la que se aprueba la convocatoria pública de concesión de subvenciones con cargo al Fondo de Ayuda Sindical, para el ejercicio 2025. Extracto BDNS (Identif.): 804295.",SUB_CON,True,SUB_CONV,sector_empleo,Aprueba convocatoria de concesion Fondo Ayuda Sindical: el acto convoca,True,resolución,"[""SUB_CONV""]","[""sector_empleo""]",1.0,"El texto menciona ""se aprueba la convocatoria pública de concesión de subvenciones"", lo que dispara SUB_CONV. Además, el acto es una resolución y se trata de ayudas económicas.",229.709,
97,boib,"Resolución de concesión de subvenciones destinadas a personas físicas, agrupaciones de personas físicas, explotaciones agrarias, comunidades de bienes, comunidades y asociaciones de regantes, entidades sin ánimo de lucro, para la recuperación de elementos etnológicos y arquitectónicos con valor patrimonial y para la recuperación del paisaje agrícola y su entorno que estén situados dentro del ámbito territorial de la Sierra de TramUntana (SV 1/2024 - Ampliación)",SUB_CON,True,SUB_CON,"sector_cultura, sector_agricultura",Resolucion de concesion patrimonio etnologico y paisaje agricola,True,resolución,"[""SUB_CON""]","[""sector_agricultura"", ""sector_cultura""]",0.98,"El texto menciona explícitamente ""Resolución de concesión de subvenciones"", lo que indica la fase de concesión (SUB_CON). Los beneficiarios incluyen explotaciones agrarias y se trata de recuperación patrimonial/agrícola.",257.991,
98,dogc,"Resolución de 28 de febrero de 2025, por la que se abre la 1.ª convocatoria del año 2025 para la concesión de subvenciones en régimen de concurrencia no competitiva a la movilidad del profesorado de estudios catalanes en universidades del exterior (ref. BDNS 817641)",SUB_CON,True,SUB_CONV,sector_educacion,Abre convocatoria movilidad profesorado universitario,True,resolución,"[""SUB_CONV""]","[""sector_educacion""]",0.98,"La descripción indica que ""se abre la 1.ª convocatoria del año 2025 para la concesión de subvenciones"" y menciona el código BDNS, lo cual dispara SUB_CONV.",241.679,
99,dogc,"Resolución CLT/147/2025, de 21 de enero, por la que se da publicidad al Acuerdo del Consejo de Administración de la Oficina de Apoyo a la Iniciativa Cultural por el que se aprueban las bases específicas que deben regir la concesión de subvenciones para la organización de eventos de contenido cultural digital en Cataluña",SUB_CON,True,SUB_BASE,sector_cultura,Aprueba bases especificas eventos cultura digital,True,resolución,"[""SUB_BASE"", ""SUB_CONV""]","[""sector_cultura""]",0.95,"El texto menciona ""subvenciones para la organización de eventos de contenido cultural digital"". La aprobación de bases y la publicidad de la concesión implican ambas fases.",221.231,
100,bon,Extracto de convocatoria que regula la solicitud y concesión de subvenciones por la realización de actividades extraescolares en y con euskera curso 2024-2025,SUB_CON,True,SUB_CONV,"sector_educacion, sector_cultura",Extracto convocatoria extraescolares en euskera,True,extracto,"[""SUB_CONV""]","[""sector_educacion""]",1.0,"Se trata un ""Extracto de convocatoria"" que regula la solicitud y concesión de subvenciones, lo cual dispara SUB_CONV por la REGLA EXTRACTO.",220.032,
101,bopa,"Corrección de error habido en la publicación de “Resolución de 30 de diciembre de 2024, de la Agencia de Ciencia, Competitividad Empresarial e Innovación Asturiana, por la que se resuelve la convocatoria para la concesión de subvenciones dirigidas a la ejecución de Proyectos de I+D en el Principado de Asturias para el ejercicio 2024 (programa RIS3-Empresa).” (Boletín Oficial del Principado de Asturias número 7, de 13 de enero de 2025). [Cód. 2025-00267]",SUB_CON,True,SUB_CON,sector_investigacion,Correccion de error de resolucion de concesion: hereda SUB_CON. I+D,True,corrección_errores,"[""SUB_CON""]","[""sector_investigacion""]",1.0,"El texto indica una ""Corrección de error habido en la publicación de... por la que se resuelve la convocatoria para la concesión de subvenciones"". Esto implica un acto de resolución o concesión ya realizado.",239.82,
102,borm,"Decreto n.º 13/2025 de 6 de marzo, por el que se establecen las normas especiales reguladoras de la concesión directa de una subvención a los ayuntamientos de la Región de Murcia para la realización de actuaciones destinadas a la reducción del absentismo escolar y a la inclusión del alumnado en situación de vulnerabilidad socioeducativa en la Comunidad Autónoma de la Región de Murcia cofinanciadas por el FSE+.",SUB_CON,True,SUB_CON,"sector_educacion, sector_social",Decreto concesion directa absentismo escolar,True,decreto,"[""SUB_CON""]","[""sector_educacion"", ""sector_social""]",0.98,"El acto se refiere a la ""concesión directa de una subvención"", lo que indica claramente la fase de concesión.",181.12,
103,boib,"Propuesta de resolución provisional del director general de Economía Circular, Transición Energética y Cambio Climático por la que se conceden las subvenciones en el marco de la convocatoria pública de subvenciones para actuaciones de soporte a la movilidad eléctrica (Programa MOVES III) en el marco del Plan de Recuperación, Transformación y Resiliencia Europeo financiado por la Unión Europea-NextGenerationEU",SUB_CON,True,SUB_CON,sector_renovable,Propuesta resolucion provisional de concesion MOVES III,True,resolución,"[""SUB_CON""]","[""sector_renovable""]",0.98,"El acto se refiere a la ""Propuesta de resolución provisional... por la que se conceden las subvenciones"", lo cual indica una fase de concesión.",229.903,
104,boa,"CORRECCIÓN de errores del Extracto de la Orden EMC/1701/2024, de 5 de diciembre, por la que se convocan para el año 2025, las subvenciones reguladas en la Orden EEI/340/2024, de 5 de abril, por la que se establecen las bases reguladoras para la concesión de subvenciones del Programa para el fomento y consolidación del empleo autónomo.",SUB_CON,True,SUB_CONV,sector_empleo,Correccion de errores de extracto de convocatoria: hereda SUB_CONV. Empleo autonomo,True,corrección_errores,"[""SUB_CONV""]","[""sector_empleo""]",0.95,"El texto es una ""CORRECCIÓN de errores del Extracto"" y menciona que ""se convocan para el año 2025"", lo cual dispara la fase SUB_CONV. Además, se refiere a un programa para el empleo autónomo, clasificándolo en sector_empleo.",280.083,
105,doe,"Resolución de 27 de enero de 2025, de la Secretaría General, por la que se da publicidad al Convenio entre la Consejería de Economía, Empleo y Transformación Digital, a través del Servicio Extremeño Público de Empleo, y la Autoescuela Eulogio López, SL, para la adhesión al programa de ayudas regulado en el Decreto 113/2024, de 10 de septiembre, por el que se establecen las bases reguladoras para la concesión de subvenciones del programa ""Bono formación del sector del transporte"", destinado a la mejora de la empleabilidad de personas desempleadas y ocupadas en el sector del transporte de mercancías y de viajeros y se aprueba la primera convocatoria.",SUB_CON,False,,,Convenio adhesion entidad colaboradora sin acto de concesion,True,resolución,"[""SUB_CONV""]","[""sector_empleo""]",0.95,"La descripción menciona la ""apertura de la primera convocatoria"" y se da publicidad a un programa de ayudas, lo que dispara SUB_CONV.",234.62,
106,boa,"EXTRACTO de la Orden EMC/192/2025, de 10 de febrero, por la que se convocan para el año 2025 las subvenciones reguladas en la Orden EEI/709/2024, de 21 de junio, por la que se aprueban las bases reguladoras del Programa MEJORA para la concesión de subvenciones destinadas a la mejora de la empleabilidad de los jóvenes y para el relevo generacional en el mercado laboral aragonés.",SUB_CON,True,SUB_CONV,sector_empleo,Extracto. Programa MEJORA empleabilidad jovenes,True,extracto,"[""SUB_CONV""]","[""sector_empleo""]",0.98,"El texto es un ""EXTRACTO"" y menciona que ""se convocan para el año 2025 las subvenciones"", lo cual dispara la etiqueta SUB_CONV según la REGLA EXTRACTO.",279.514,
107,bopv,"RESOLUCIÓN de 18 de febrero de 2025, de la Directora de Emakunde-Instituto Vasco de la Mujer, por la que se regulan las bases y se convoca la concesión de subvenciones, para el año 2025, a empresas, entidades privadas, cooperativas y entidades sin ánimo de lucro para la contratación de una consultora homologada tanto para la realización de un Diagnóstico sobre la igualdad de mujeres y hombres y un Plan para la igualdad, así como para la implantación de medidas contenidas en los planes para la igualdad, todo ello bajo el régimen de ayudas de minimis.
				
2025/00913",SUB_CON,True,"SUB_BASE, SUB_CONV",sector_social,Acto completo: regula bases y convoca. Planes igualdad empresas,True,resolución,"[""SUB_BASE"", ""SUB_CONV""]","[""sector_industria""]",0.98,"El acto ""se regulan las bases y se convoca la concesión de subvenciones"" indica tanto la aprobación de bases como la convocatoria.",254.236,
108,doe,"Acuerdo de 21 de enero de 2025, del Consejero Delegado, por el que se realiza la convocatoria para la concesión de subvenciones por Extremadura Avante Servicios Avanzados a Pymes, SLU, para la participación en la formación práctica del programa de formación avanzada para técnicos de comercio exterior (Formacoex Plus), para las líneas ""Formacoex Plus Extremadura"" y ""Formacoex Plus Exterior"" para el ejercicio 2025.",SUB_CON,True,SUB_CONV,"sector_industria, sector_empleo",Convocatoria concesion Formacoex comercio exterior,True,acuerdo,"[""SUB_CONV""]","[""sector_industria""]",0.98,"La descripción menciona explícitamente ""se realiza la convocatoria para la concesión de subvenciones"", lo que dispara la etiqueta SUB_CONV.",235.159,
109,boib,"Extracto de la Resolución de 4 de marzo de 2025 del presidente de la Agencia de Desarrollo Regional de las Illes Balears de las Islas Baleares por la que se aprueba la convocatoria para la concesión de ayudas de cheques de consultoría para la competitividad industrial de las Illes Balears en materia de digitalización, internacionalización, sostenibilidad y gestión avanzada",SUB_CON,True,SUB_CONV,sector_industria,Extracto. Cheques consultoria industrial,True,extracto,"[""SUB_CONV""]","[""sector_industria""]",0.98,"La descripción comienza con ""Extracto de..."", lo que obliga a la fase SUB_CONV según la REGLA EXTRACTO. El objeto son ""ayudas... para la competitividad industrial"", señalando el sector industria.",261.87,
110,dog,"RESOLUCIÓN de 12 de diciembre de 2024 por la que se da publicidad del acuerdo del Consejo de Dirección que aprueba las bases reguladoras de las ayudas a proyectos de inversión empresarial para el año 2025, cofinanciadas por la Unión Europea en el marco del programa Galicia Feder 2021-2027, y se procede a su convocatoria en régimen de concurrencia no competitiva (código de procedimiento IG408A).",SUB_BASE,True,"SUB_BASE, SUB_CONV",sector_industria,Acto completo: aprueba bases y convoca. Inversion empresarial,True,resolución,"[""SUB_BASE"", ""SUB_CONV""]","[""sector_industria""]",0.95,"El acto aprueba las bases reguladoras (""aprueba las bases reguladoras"") y convoca la ayuda (""se procede a su convocatoria"").",245.203,
