id,bulletin,description,grupo_muestreo,is_relevant_gt,categories_gt,subcategories_gt,notas_anotador,is_relevant_pred,act_type_pred,categories_pred,subcategories_pred,confidence,reasoning,duration_s,error
38,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar y el Ayuntamiento de San Tirso de Abres por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02238]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.98,"El texto menciona explícitamente ""encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia"", lo que encaja perfectamente con la categoría CONT_ENC (encargo a un medio propio o encomienda de gestión). El fragmento clave es: ""la encomienda de gestión de la prestación del servicio"". Además, se trata de servicios sociales (ayuda a domicilio, teleasistencia), por lo que la subcategoría es tipo_servicios.",60.56,
39,bopv,"RESOLUCIÓN 22/2025, de 25 de febrero, del Director de la Secretaría del Gobierno y de Relaciones con el Parlamento, por la que se dispone la publicación del acuerdo por el que se autoriza la suscripción de la prórroga, para el año 2025, del Acuerdo de encomienda de gestión suscrito con el Instituto de Alfabetización y Reeuskaldunización de Adultos, HABE, para la enseñanza del euskera a alumnos presos en centros penitenciarios de la Comunidad Autónoma del País Vasco.

				
2025/01015",CONT_ENC,True,CONT_ENC,tipo_servicios,Prorroga de encomienda de gestion: hereda CONT_ENC. Euskera presos,True,resolución,"[""CONT_ENC""]",[],0.98,"La descripción menciona explícitamente la ""encomienda de gestión"" en el objeto del acuerdo (""Acuerdo de encomienda de gestión suscrito...""). La publicación es una resolución que dispone publicar el acuerdo de prórroga de dicha encomienda, por lo que se clasifica como CONT_ENC. El objeto (enseñanza del euskera a alumnos presos) es un servicio, pero al ser una encomienda de gestión y no una concesión, la subcategoría tipo_servicios no aplica según las reglas críticas definidas para actos N3 en este contexto específico.",63.695,
40,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Degaña por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02287]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]",[],0.95,"La publicación es una ""Resolución"" por la que se ordena publicar un convenio que incluye explícitamente ""la encomienda de gestión del servicio de ayuda a domicilio y teleasistencia"", lo cual encuadra la actuación como encargo a medio propio o gestión. El objeto es el desarrollo de prestaciones sociales, pero el acto administrativo relevante es la encomienda de gestión, no una subvención ni un concierto sanitario simple.",56.404,
41,boe,"Resolución de 5 de febrero de 2025, de la Secretaría General Técnica, por la que se publica el Convenio por el que se formaliza la encomienda de gestión al Ayuntamiento de Villanueva del Arzobispo, para la ejecución de obras de reforma y rehabilitación de la casa-cuartel de la Guardia Civil de titularidad estatal radicada en el municipio en el marco del Programa de Fomento de Empleo Agrario.",CONT_ENC,True,CONT_ENC,tipo_obras,Encomienda de gestion ejecucion obras casa-cuartel,True,resolución,"[""CONT_ENC""]","[""tipo_obras""]",0.95,"El texto menciona ""formaliza la encomienda de gestión"" a un Ayuntamiento para ejecución de ""obras de reforma y rehabilitación"", lo que cumple los criterios de CONT_ENC (encargo a medio propio) y tipo_obras por el objeto ""reforma y rehabilitación de casa-cuartel"".",50.262,
42,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar, y el Ayuntamiento de Castrillón por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02207]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"La publicación es una resolución que ordena publicar un convenio que establece, explícitamente, la ""encomienda de gestión"" del servicio de ayuda a domicilio y teleasistencia. El fragmento clave es ""...y la encomienda de gestión de la prestación del servicio de ayuda a domicilio..."", lo cual activa la categoría CONT_ENC (encargo o encomienda de gestión). La subcategoría tipo_servicios se deriva del objeto: ""ayuda a domicilio y teleasistencia"".",60.132,
43,boca,"Servicio Canario de Empleo.- Resolución de 31 de diciembre de 2024, de la Presidenta, de encomienda de gestión a la sociedad mercantil pública Instituto Tecnológico de Canarias, S.A. (ITC) para apoyo a la gestión del Centro de Orientación, Emprendimiento, Acompañamiento e Innovación para el Empleo del Servicio Canario de Empleo, año 2025.",CONT_ENC,True,CONT_ENC,tipo_servicios,Encomienda de gestion a medio propio ITC,True,resolución,"[""CONT_ENC""]",[],0.98,"El texto contiene la frase explícita ""encomienda de gestión"" dirigida a la sociedad mercantil pública Instituto Tecnológico de Canarias, S.A., lo que corresponde directamente a la categoría CONT_ENC (encargos a medios propios o encomiendas de gestión). La descripción detalla el objeto específico del encargo (apoyo a la gestión de un centro) y el marco temporal (2025), confirmando que se trata de un acto relevante dentro de la contratación pública según LCSP.",58.282,
44,bopa,"Resolución de 13 de marzo de 2025, de la Consejería de Presidencia, Reto Demográfico, Igualdad y Turismo, por la que se ordena la publicación del Convenio de colaboración entre la Administración del Principado de Asturias, a través de la Consejería de Derechos Sociales y Bienestar y el Ayuntamiento de Proaza por el que se establece el marco de cooperación para el desarrollo de las prestaciones sociales del Sistema Público de Servicios Sociales y la encomienda de gestión de la prestación del servicio de ayuda a domicilio y teleasistencia a personas en situación de dependencia del Sistema para la Autonomía y Atención a la Dependencia durante los ejercicios 2024 a 2027. [Cód. 2025-02305]",CONT_ENC,True,CONT_ENC,tipo_servicios,Convenio con encomienda de gestion ayuda a domicilio,True,resolución,"[""CONT_ENC""]","[""tipo_servicios""]",0.95,"La publicación es una ""Resolución"" que ordena la publicación de un convenio específico que incluye explícitamente la ""encomienda de gestión"" de la prestación del servicio de ayuda a domicilio y teleasistencia, lo cual califica como acto de encargo a medio propio. El objeto son servicios sociales (tipo_servicios). No se trata de una concesión demanial ni de una subvención aislada, sino de un encargo de gestión mediante convenio dentro del ámbito de la contratación pública LCSP.",61.585,
45,docm,"Resolución de 06/02/2025, de la Dirección General de Recursos Humanos y Transformación, por la que se nombra personal estatutario fijo y se adjudican plazas a las personas aprobadas en el proceso selectivo para el ingreso, por el sistema general de acceso libre, en la categoría de Facultativo/a Especialista de Área de Cirugía Ortopédica y Traumatología, de las instituciones sanitarias del Servicio de Salud de Castilla-La Mancha, convocado por Resolución de 09/03/2021.",NEG_ADJ_RRHH,False,,,Adjudicacion de plazas personal estatutario: RRHH,False,resolución,[],[],0.98,"La publicación se refiere a la ""adjudicación de plazas"" y nombramiento de personal estatutario, lo cual corresponde a gestión de recursos humanos (RRHH) y no a contratación pública de servicios u obras bajo la LCSP. El fragmento clave es ""se nombra personal estatutario fijo y se adjudican plazas"".",52.175,
46,boib,"Resolución de la Presidencia del IMAS por la que aprueba la lista definitiva de las personas aspirantes que han superado el proceso selectivo de estabilización por el sistema de concurso-oposición para el ingreso como personal funcionario de la escala de Administración especial , subescala técnica, clase técnico-a medio, especialidad Terapia Ocupacional, del subgrupo A2, se nombra personal funcionario de carrera y se adjudican los puestos de trabajo",NEG_ADJ_RRHH,False,,,Adjudicacion de puestos proceso estabilizacion: RRHH,False,resolución,[],[],0.98,"Texto: ""adjudican los puestos de trabajo"" y ""nombra personal funcionario de carrera"". Se trata de una adjudicación de plazas/puestos de personal (RRHH), no de un contrato de la LCSP, por lo que is_relevant es False.",46.844,
47,boc,"Resolución de 16 de diciembre de 2024, por la que se adjudica el puesto de trabajo número 8538, Subdirector General del Área de Recaudación de la Agencia Cántabra de Administración Tributaria, Consejería de Economía, Hacienda, Financiación Autonómica y Fondos Europeos, convocado mediante Resolución del Presidente de la Agencia Cántabra de Administración Tributaria, de 6 de noviembre de 2024.",NEG_ADJ_RRHH,False,,,Adjudicacion de puesto de trabajo: RRHH,False,resolución,[],[],0.98,"La publicación se refiere a la ""adjudicación del puesto de trabajo"" (RRHH), no a un contrato de contratación pública bajo LCSP, por lo que es irrelevante según las reglas. Cita explícitamente el texto: ""se adjudica el puesto de trabajo número 8538"".",48.971,
48,boe,"Resolución de 11 de febrero de 2025, de la Dirección General de Seguridad Jurídica y Fe Pública, en el recurso interpuesto contra la calificación realizada por la registradora de la propiedad de Getafe número 2 en el seno de un procedimiento administrativo de ejecución seguido por la Agencia Estatal de Administración Tributaria en el que, tras inscribir la adjudicación del dominio de una finca adquirido en la correspondiente subasta, suspende la cancelación de la anotación de embargo que en su día se practicó en dicho expediente, así como la cancelación de las cargas posteriores, ordenadas en mandamiento expedido por la Agencia Estatal de Administración Tributaria.",NEG_ADJ_RRHH,False,,,Recurso registral sobre adjudicacion de finca en subasta: no contractual,False,resolución,[],[],0.98,"El texto se refiere a una resolución en un recurso contra una adjudicación del dominio procedente de una subasta (ejecución por Agencia Tributaria), no a la adquisición o formalización de un contrato público bajo LCSP. La calificación ""False"" es correcta ya que se trata de una gestión demanial (cancelación de anotaciones de embargo tras subasta) y no de contratación pública.",54.888,
49,bocyl,"RESOLUCIÓN de 15 de enero de 2025, de la Viceconsejería de Administraciones Públicas y Atención al Ciudadano, por la que se adjudican destinos a los aspirantes que han superado el proceso selectivo convocado por Resolución de 23 de noviembre de 2022, para ingreso, por el sistema de acceso libre, en la competencia funcional de Oficial de Primera Conductor, en régimen de contratación laboral de carácter fijo discontinuo, que presta sus servicios en el operativo para la prevención y extinción de incendios forestales dependiente de la Consejería de Medio Ambiente, Vivienda y Ordenación del Territorio.",NEG_ADJ_RRHH,False,,,Adjudicacion de destinos proceso selectivo: RRHH,False,resolución,[],[],0.98,"El texto menciona ""se adjudican destinos"" y ""ingreso... en régimen de contratación laboral"", lo que identifica claramente una asignación de plazas/puestos de personal (RRHH). Según las reglas críticas, este tipo de actos no son relevantes para la contratación pública de LCSP.",49.493,
50,boja,"Resolución de 26 de febrero de 2025, de la Viceconsejería, por la que se adjudica puesto de trabajo de libre designación convocado por resolución que se cita.",NEG_ADJ_RRHH,False,,,Adjudicacion puesto libre designacion: RRHH,False,resolución,[],[],1.0,"El texto indica ""adjudica puesto de trabajo de libre designación"", lo que corresponde a una adjudicación de personal (RRHH), excluida del dominio LCSP según las reglas críticas. No es un contrato de contratación pública.",43.033,
51,boc,"Resolución de 2 de enero de 2025, por la que se adjudican los puestos de trabajo de la categoría profesional Operario de Carreteras a los aspirantes que han superado el proceso selectivo convocado por Orden PRE/151/2022, de 28 de noviembre.",NEG_ADJ_RRHH,False,,,Adjudicacion puestos proceso selectivo: RRHH,False,resolución,[],[],0.98,"La publicación se refiere a la adjudicación de puestos de trabajo (puestos de personal), lo cual corresponde a recursos humanos y no al ámbito de la contratación pública según las reglas establecidas. El texto menciona ""adjudican los puestos de trabajo"" para una categoría profesional, indicando claramente un proceso de selección de personal.",49.138,
52,docm,"Resolución de 24/01/2025, de la Dirección General de Recursos Humanos y Transformación, por la que se nombra personal estatutario fijo y se adjudican plazas a las personas aprobadas en el proceso selectivo convocado para el ingreso, por el sistema general de acceso libre, en la categoría de Ingeniero/a Técnico/a, de las instituciones sanitarias del Servicio de Salud de Castilla-La Mancha, convocado por Resolución de 23/08/2021.",NEG_ADJ_RRHH,False,,,Adjudicacion plazas personal estatutario: RRHH,False,resolución,[],[],0.98,"La publicación se refiere a la ""nomina personal estatutario fijo"" y ""adjudican plazas"", que son actuaciones de Recursos Humanos (RRHH), no de contratación pública bajo la LCSP. Según las reglas, este tipo de actos corresponden a is_relevant=False.",49.515,
53,bopa,"Resolución de 14 de marzo de 2025, del Secretario General de la Universidad de Oviedo, por la que se emplaza a los interesados en el recurso de alzada 25/2025 contra los Acuerdos del Tribunal respecto al 1.er y 2.º ejercicio y la anulación del Acuerdo del Tribunal en el que se propone la adjudicación de las plazas, y en el recurso de reposición 30/2025 contra la Resolución del Rector de 13 de febrero de 2025, por la que se adjudican las 40 plazas convocadas por Resolución del Rector de 5 de diciembre de 2023, de la Escala Administrativos de la Universidad de Oviedo, Grupo C, Subgrupo C1, sistema general de acceso libre (BOPA de 20 de diciembre de 2023). [Cód. 2025-02143]",NEG_ADJ_RRHH,False,,,Emplazamiento recurso sobre adjudicacion de plazas: RRHH,False,resolución,[],[],1.0,"La publicación trata sobre la ""adjudicación de las plazas"" para puestos de personal (Escala Administrativos) y recursos relativos a dicha adjudicación, lo cual cae bajo RRHH, no en contratación pública según la LCSP. Cita explícito: ""...anulación del Acuerdo... en el que se propone la adjudicación de las plazas..."" y ""...por la que se adjudican las 40 plazas convocadas..."".",58.508,
54,bopa,"Resolución de 23 de enero de 2025, de la Dirección Gerencia del Servicio de Salud del Principado de Asturias, por la que se nombra personal estatutario fijo y se adjudican plazas de la categoría de Técnico Especialista en Radiodiagnóstico del Servicio de Salud del Principado de Asturias, convocado por Resolución de 15 de diciembre de 2022 (BOPA de 27 de diciembre de 2022). [Cód. 2025-00725]",NEG_ADJ_RRHH,False,,,Adjudicacion plazas personal estatutario: RRHH,False,resolución,[],[],0.98,"El texto indica ""se nombra personal estatutario fijo y se adjudican plazas"", lo que corresponde a una acción de Recursos Humanos (adjudicación de plazas de personal), no a un acto de contratación pública bajo la LCSP. Por tanto, is_relevant=False.",49.317,
55,boe,"Resolución de la Autoridad Portuaria de Baleares por la que se anuncia el concurso público para la explotación, en régimen de concesión administrativa, de un bar-cafetería y restaurante en el edificio Port Centre del puerto de Palma (CC-C-P-0011), la elección de la solución más ventajosa y el otorgamiento de la correspondiente concesión administrativa.",NEG_DOM_PUB,False,,,Concesion administrativa demanial portuaria para bar-cafeteria: dominio publico no LCSP,False,resolución,[],[],0.98,"La publicación es una resolución de la Autoridad Portuaria sobre ""concesión administrativa"" para el uso de un espacio en un puerto (edificio Port Centre). Según las reglas críticas, las concesiones demaniales de autoridades portuarias ocupación de dominio público) son is_relevant=False. La mención de ""concesión"" aquí se refiere a la concesión demanial del inmueble portuario, no a una concesión de servicios de la LCSP (ej. cafetería en un edificio público).",58.723,
56,boe,"Anuncio de la Autoridad Portuaria de Sevilla de información pública de la solicitud presentada por Congresos y Turismo de Sevilla SA de modificación sustancial de concesión administrativa Expediente E497, consistente en la ampliación de su plazo.",NEG_DOM_PUB,False,,,Modificacion concesion administrativa portuaria: dominio publico,False,información_pública,[],[],0.98,"El texto menciona ""modificación sustancial de concesión administrativa"" pero en el contexto de la Autoridad Portuaria de Sevilla y al ampliar plazo, corresponde a una concesión demanial (ocupación de dominio público por autoridad portuaria), que según las reglas es is_relevant=False. El acto es una ""información pública"" de solicitud de modificación.",52.213,
57,bopv,"ANUNCIO por el que se somete a información pública el expediente de solicitud de concesión administrativa para el aprovechamiento de 211,6 m3/año del río Urkulu en el término municipal de Oñati (Gipuzkoa), con destino a abastecimiento de población y riego.
				
2025/00167",NEG_DOM_PUB,False,,,Concesion administrativa aprovechamiento de aguas: dominio B1,False,anuncio,[],[],0.98,"El texto menciona ""concesión administrativa para el aprovechamiento de... el río Urkulu"", lo cual es una concesión demanial (uso de un recurso natural como río), que no pertenece al ámbito de la contratación pública LCSP. La descripción coincide con la regla de concesiones demaniales, por tanto is_relevant=False.",50.59,
58,boe,"Anuncio de la Autoridad Portuaria de Sevilla de otorgamiento de concesión administrativa a Sociedad Ibérica de Construcciones Eléctricas, S.A. en la zona de servicio del Puerto de Sevilla con destino a almacenaje, control y distribución de materiales (E620).",NEG_DOM_PUB,False,,,Otorgamiento concesion administrativa portuaria: dominio publico,False,anuncio,[],[],0.98,"La publicación menciona ""otorgamiento de concesión administrativa"" por una ""Autoridad Portuaria"" en la zona del Puerto, lo que indica una concesión demanial (ocupación de dominio público), no un contrato de la LCSP. Según las reglas críticas, las concesiones demaniales son is_relevant=False independientemente de si es un puerto u obra.",51.972,
59,boja,"Resolución de 19 de marzo de 2025, de la Dirección General de Trabajo, Seguridad y Salud Laboral, por la que se garantiza el funcionamiento del servicio público que presta la empresa Servicios y Mantenimiento Mabraser XI, S.L., relativo al servicio incluido en los lotes 1, 2 y 7 de la concesión administrativa de limpieza en centros educativos dependientes de la Delegación Territorial de Desarrollo Educativo y Formación Profesional y de Universidad, Investigación e Innovación en Córdoba, en los que dicha empresa es adjudicataria, mediante el establecimiento de los servicios mínimos.",NEG_DOM_PUB,False,,,Servicios minimos por huelga en concesion de limpieza: acto laboral,False,resolución,[],[],0.98,"El texto menciona ""concesión administrativa"" y ""adjudicataria"", pero el acto es una ""Resolución... por la que se garantiza el funcionamiento del servicio público... mediante el establecimiento de los servicios mínimos"". Esta es una gestión administrativa ordinaria de un contrato ya adjudicado (garantía de funcionamiento con servicios mínimos) y no constituye el acto contractual principal (licitación, formalización o adjudicación). Por tanto, no encaja en las categorías N2 de la LCSP.",59.497,
60,boe,"Anuncio de la Autoridad Portuaria de Tarragona por el que se somete a información pública la solicitud presentada por Bergé Marítima, S.L., para la ocupación y mejora de una nave preexistente y la construcción y posterior explotación, en régimen de concesión administrativa, de un conjunto de dos naves en la confluencia entre el Muelle de Aragón y Navarra, destinada a la manipulación portuaria y almacenaje de graneles sólidos y mercancía general, así como para la generación de energía fotovoltaica.",NEG_DOM_PUB,False,,,Concesion administrativa portuaria naves: dominio publico,False,información_pública,[],[],0.95,"El texto menciona explícitamente ""régimen de concesión administrativa"" y ""ocupación"", que son las señales definidas en las reglas para identificar concesiones demaniales. Según la regla crítica 2, este tipo de actos ocupando el dominio público (por parte de una Autoridad Portuaria) son excluidos del ámbito LCSP, por lo tanto is_relevant es False.",55.308,
61,boe,Anuncio de la Autoridad Portuaria de Sevilla de información pública de la solicitud presentada por Sevisur Logística SA de otorgamiento de concesión administrativa para ocupación de parcela en la Zona de Actividades Logísticas con destino a la construcción de dos naves logísticas para su cesión a terceros (E661).,NEG_DOM_PUB,False,,,Concesion administrativa portuaria parcela ZAL: dominio publico,False,información_pública,[],[],0.98,"El texto menciona ""concesión administrativa"" y ""ocupación de parcela"", que según las reglas son concesiones demaniales (ocupación de dominio público), por lo que es is_relevant=False. La descripción corresponde a información pública sobre una solicitud, no a un acto contractual de la LCSP.",49.228,
62,dog,RESOLUCIÓN de 24 de enero de 2025 por la que se autoriza la transmisión inter vivos de la concesión administrativa de la batea Isla II.,NEG_DOM_PUB,False,,,Transmision concesion administrativa de batea: dominio publico maritimo,False,resolución,[],[],1.0,"La publicación se refiere a la ""transmisión inter vivos de la concesión administrativa de la batea Isla II"". Una batea es un aprovechamiento demanial acuático, por lo que se trata de una concesión demanial. Según las reglas, las concesiones demaniales (como ocupación de dominio público o aprovechamientos de aguas) no pertenecen al ámbito de la contratación pública de la LCSP, por lo que is_relevant es False y no se asignan categorías ni subcategorías.",56.604,
63,boe,Anuncio de la Autoridad Portuaria de Castellón por la que se convoca concurso público para el otorgamiento de una concesión administrativa de ocupación de dominio público portuario.,NEG_DOM_PUB,False,,,Concurso concesion administrativa dominio publico portuario,False,anuncio,[],[],0.98,"La publicación es una ""concesión administrativa de ocupación de dominio público portuario"" por la Autoridad Portuaria, lo que la encuadra en las concesiones demaniales no incluidas en el ámbito de la LCSP (is_relevant=False). El texto clave es ""concesión administrativa de ocupación de dominio público"".",48.41,
64,dogv,"ANUNCIO del expediente de concesión demanial por razones de interés público de terrenos en el monte del Catálogo de utilidad pública V075 denominado La Redonda, sito en el término municipal de Enguera (Valencia) y perteneciente a su ayuntamiento, a fin de realizar la instalación de infraestructuras de telecomunicaciones, promovido por Telefónica de España, SAU.",NEG_DOM_PUB,False,,,Concesion demanial en monte UP para telecomunicaciones: dominio publico,False,anuncio,[],[],0.98,"La descripción menciona explícitamente ""concesión demanial"" y ""monte"", lo que según las reglas de clasificación la excluye del ámbito de contratación pública (LCSP) y la sitúa en el ámbito de concesiones demaniales o domaniales. Por tanto, is_relevant es False.",49.523,
65,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Apoyo Logístico. Objeto: Resolución de obsolescencias de sistemas de defensa antiaérea del PCMASACOM. Expediente: 2024/ETSAE0906/00003960E.,CONT_LIC,True,CONT_LIC,,Licitacion resolucion obsolescencias defensa antiaerea. Objeto ambiguo servicio o suministro,True,anuncio,"[""CONT_LIC""]","[""tipo_suministros""]",0.95,"El texto describe un ""Anuncio de licitación"" (señal clara para CONT_LIC) para una ""Resolución de obsolescencias de sistemas"", que implica la compra/provisión de equipos y componentes nuevos, por lo tanto se clasifica como ""tipo_suministros"". No hay mención a concesión en el objeto del contrato.",52.931,
66,boe,Anuncio de licitación de: ADIF -Consejo de Administración. Objeto: Ejecución de las obras del proyecto de construcción de la nueva estación de Sant Feliú de Llobregat y del proyecto de construcción de la integración del ferrocarril en Sant Feliú de Llobregat. Instalaciones de protección y seguridad. Expediente: 3.24/06110.0183.,CONT_LIC,True,CONT_LIC,tipo_obras,Licitacion ejecucion obras estacion ferroviaria,True,anuncio,"[""CONT_LIC""]","[""tipo_obras""]",0.98,"Texto ""Anuncio de licitación"" indica claramente una fase inicial de contratación pública (licitación). El objeto ""Ejecución de las obras del proyecto de construcción de la nueva estación"" identifica explícitamente obras, justificando la subcategoría tipo_obras.",48.739,
67,boe,"Anuncio de licitación de: Junta de Contratación del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes. Objeto: Servicio de información multicanal del Ministerio de la Presidencia, Justicia y Relaciones con las Cortes. Expediente: ASE/2024/0067.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion servicio informacion multicanal,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"El texto es un ""Anuncio de licitación"" para un ""Servicio de información multicanal"", lo cual corresponde a la categoría CONT_LIC y subcategoría tipo_servicios. No hay mención de concesión.",47.12,
68,boe,Anuncio de licitación de: Presidencia de la Confederación Hidrográfica del Ebro. Objeto: Mantenimiento de infraestructuras de la zona regable del Canal de Monegros y Canal del Cinca. Expediente: 011/25-S.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion mantenimiento infraestructuras zona regable,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"""Anuncio de licitación"" indica CONT_LIC. El objeto ""Mantenimiento de infraestructuras"" corresponde a tipo_servicios, no a obras ni suministros.",44.595,
69,boe,Anuncio de licitación de: Mesa del Senado. Objeto: Obras de reforma de la sala Enrique Casas Vila del Senado. Expediente: 02/2025.,CONT_LIC,True,CONT_LIC,tipo_obras,Licitacion obras reforma sala Senado,True,anuncio,"[""CONT_LIC""]","[""tipo_obras""]",0.98,"El texto indica claramente ""Anuncio de licitación"" para una reforma de obras (sala del Senado), lo que activa la etiqueta CONT_LIC y subcategoría tipo_obras por el contenido ""Obras de reforma"". La mención a Mesa del Senado no afecta la naturaleza contractual del acto bajo la LCSP.",49.369,
70,boe,"Anuncio de licitación de: Junta de Contratación del Ministerio de Cultura y Deporte. Objeto: Redacción del proyecto básico y de ejecución, estudio y coordinación de seguridad y salud y dirección de obra y de ejecución de las obras de consolidación y restauración de los jardines históricos y patio andaluz del Museo Sorolla de Madrid. Expediente: J240065.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion redaccion proyecto y direccion de obra: contrato de servicios,True,anuncio,"[""CONT_LIC""]","[""tipo_obras""]",0.98,"El texto contiene ""Anuncio de licitación"" lo que activa la etiqueta CONT_LIC. El objeto del contrato es explícitamente ""obras de consolidación y restauración"", por lo que se clasifica en tipo_obras.",47.253,
71,boe,"Anuncio de licitación de: ADIF -Consejo de Administración. Objeto: Mantenimiento de las instalaciones de energía de tracción: línea aérea de contacto, telemando de energía, subestaciones, centros de autotransformación y sistemas asociados de LAV sur tramos: Madrid- Sevilla, La Sagra-Toledo, Córdoba-Málaga y Antequera-Granada. Expediente: 2.24/21506.0064.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion mantenimiento instalaciones energia traccion,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"La descripción contiene explícitamente ""Anuncio de licitación"" y el objeto es ""Mantenimiento de las instalaciones..."", lo que corresponde a un servicio (mantenimiento técnico), no a una concesión ni a obras de construcción.",47.367,
72,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Personal. Objeto: AM. Suministro de gas propano y butano varios cas de Diaper periodo 2025-2026. Expediente: 2024/ETSAE0905/00007151E.,CONT_LIC,True,CONT_LIC,tipo_suministros,Licitacion AM suministro gas propano y butano,True,anuncio,"[""CONT_LIC""]","[""tipo_suministros""]",0.98,"El texto comienza con ""Anuncio de licitación de"", lo que identifica el tipo administrativo como anuncio y la categoría como CONT_LIC (licitación). El objeto explícitamente se refiere al ""Suministro de gas propano y butano"", clasificándolo claramente como suministro, por lo tanto subcategoria tipo_suministros.",51.963,
73,boe,Anuncio de licitación de: ADIF Alta Velocidad - Consejo de Administración. Objeto: Realizacion de pruebas de infraestructura con material rodante de ancho estandar (1435) (4 lotes). Expediente: 3.24/20810.0048.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion pruebas de infraestructura con material rodante,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.95,"Texto dice explícitamente ""Anuncio de licitación"", lo que activa la categoría CONT_LIC (señal: ""anuncia o convoca una licitación""). El objeto es ""Realizacion de pruebas de infraestructura con material rodante..."", que es una prestación de servicios (tipo_servicios). No hay menciones a concesión, adjudicación o formalización.",53.782,
74,boe,"Anuncio de licitación de: Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M.P. Objeto: Servicio de vigilancia destinado a institutos y centros de la Agencia Estatal Consejo Superior de Investigaciones Científicas. Expediente: LOT31/25.",CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion servicio vigilancia,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"El texto indica explícitamente ""Anuncio de licitación"" y el objeto es un ""Servicio de vigilancia"", lo que confirma la categoría CONT_LIC y subcategoría tipo_servicios.",45.75,
75,boe,Anuncio de licitación de: Jefatura de Asuntos Económicos del Mando de Apoyo Logístico. Objeto: Apoyo al mantenimiento del VRCC Centauro del ET. Expediente: 2024/ETSAE0906/00002147EB.,CONT_LIC,True,CONT_LIC,tipo_servicios,Licitacion apoyo mantenimiento vehiculos,True,anuncio,"[""CONT_LIC""]","[""tipo_servicios""]",0.98,"El texto dice explícitamente ""Anuncio de licitación"" y el objeto es ""Apoyo al mantenimiento del VRCC Centauro"", lo que indica un contrato de servicios (mantenimiento). No contiene la palabra ""concesión"", por lo tanto no se aplica CONT_CON.",49.727,
